Time,X_cords,Y_cords,Z_cords
12/16/2019 4:27:48 PM,0,0,0.01694015

12/16/2019 4:27:48 PM,0,0,0.0166665

12/16/2019 4:27:49 PM,0,0,0.01690764

12/16/2019 4:27:49 PM,0,0,0.01709304

