Time,X_cords,Y_cords,Z_cords
12/16/2019 4:20:43 PM,0,0,0.01745239

12/16/2019 4:20:44 PM,0,0,0.01739158

12/16/2019 4:20:44 PM,0,0,0.01694629

12/16/2019 4:20:45 PM,0,0,0.01668023

12/16/2019 4:20:45 PM,0,0,0.0172998

12/16/2019 4:20:46 PM,0,0,0.01667369

12/16/2019 4:20:46 PM,0,0,0.01721472

12/16/2019 4:20:47 PM,0,0,0.01760617

12/16/2019 4:20:47 PM,0,0,0.01666998

12/16/2019 4:20:48 PM,0,0,0.01760392

