Time,X_cords,Y_cords,Z_cords
12/16/2019 4:39:54 PM,0,0,0.01666724

12/16/2019 4:39:54 PM,0,0,0.01758588

12/16/2019 4:39:55 PM,0,0,0.01714463

12/16/2019 4:39:55 PM,0,0,0.01718514

12/16/2019 4:39:56 PM,0,0,0.01732934

12/16/2019 4:39:56 PM,0,0,0.01760614

12/16/2019 4:39:57 PM,0,0,0.01702714

